feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,int_target
-0.0434565841674827,-0.0279177323379267,1.4735944784652586,-10.309556309360744,-0.999999997780459,145.3732471105299,0.0018884747075055,2.555946848173787,-64.20861345961335,0.4703288887152954,0.5250647952015499,B,83.31790723215822,85.38502963849955,120.55015256160264,59.73652043030042,64.32555806696368,107.83375280232144,85.85357278949834,104.46610764388464,17353
-1.5359777133861474,0.9998508708792708,23.019753023722256,38.43009152335133,1.0,-110.0452068397112,2.359227536018938,0.5719169127048407,-110.31885379326756,-2.620977885605853,-0.910418268804233,D,114.8816212879196,79.71108607730962,68.50598551856444,116.3307965975098,75.36572226220835,104.22900597553053,90.8422318464454,95.23265352395184,1214
11.567708071708289,0.6083100989803814,1.8733228060762932,6.412820626076878,0.9999946182489484,-280.1868520245852,133.81187003226506,1.1603795120607516,-206.2388160351988,-1.006501828664811,-1.5985232980519073,B,145.8334590885368,115.1591714611381,64.41799169578545,98.84669414523223,66.38106983067622,82.11854697533082,96.83767094785355,103.88759949676312,16094
9.220074406666544,0.9998641934091708,5.041938929723511,-12.692120408867732,-0.9999999999810856,164.7737933499767,85.00977206446743,-1.4012341205753238,92.62429576139412,2.712139481809493,3.248976600111774,C,98.15057889709942,78.62034874142965,120.17649586976118,104.2970916957539,89.31836219803752,73.7915880608758,71.87001555053547,68.39734644010602,24168
-3.0254339670780594,-0.5947114649933657,5.912258881445072,-14.922128772971964,-0.9999999999997812,9.546672834244486,9.153250689149685,-0.1574785743006368,-175.89507357307374,-0.8327947562076569,-0.5656877589315219,C,94.51913528702222,123.2861538133814,75.45896066491963,111.83123400701623,111.87120222567344,99.7335626567528,100.69735837149928,97.56832849367233,1105
-2.717371601959744,-0.9239419555606998,15.225281701108043,14.840026800655188,0.9999999999997424,-98.01657774953452,7.384108423137264,-0.8514450565666671,-86.68627614544447,-3.070916893120786,-1.1300630169067845,C,91.9267755231786,79.13589014266299,74.31037793950019,65.73561566580622,114.10330302018694,104.94791910085864,103.68321924886496,98.1743665061825,6258
11.735767340819551,-0.9717505378858234,141.93832520511663,-42.13190399993269,-1.0,-320.37697194011304,137.72823507784685,-2.842279868602561,-410.3693411061466,-4.090772626790116,-2.2632525949177644,D,87.64040902882778,71.07223929081454,126.38606698591444,124.69312207488488,87.39893733729741,76.25132135930328,86.92542041969955,111.18603948123962,3886
34.06449811109756,-0.1085687019742002,1.607703647908,-47.43294260948056,-1.0,127.34825873318148,1160.3900315609694,-0.2095740799711734,-116.09797822198652,-0.5887363229408948,1.902309668494336,A,94.8426262451213,87.65560478957552,104.89189083618572,111.948816745894,150.97876664326952,84.66887385824813,150.97153059066915,103.95361703566964,12008
3.886661433237939,-0.5120881420845196,8.680292402623973,9.54361142384413,0.9999999897303784,157.58931716967527,15.10613709661919,0.2271495194911585,-7.595880713406908,-1.1542011264694527,-0.9433209120725988,D,125.72609617770624,81.0227623123539,90.60704645462464,79.12484238474971,122.08509369905056,76.89917345667438,92.18213044223818,89.22800177730971,27202
-3.311265505614376,0.5556703410722632,19.74683417760162,2.453985422102151,0.9853334219153392,-322.8189574019183,10.964479248671628,3.048153319434478,-193.1069370026152,-3.2594313729573563,-0.4797578760381094,A,136.01338247372104,83.84264111192083,125.84164203216676,76.4004228988771,123.01854078048704,114.36369117147498,137.197697609608,120.5383051843738,21693
